x,y,z
25.337,-8.708,5.637
25.197,-8.974,5.515
25.809,-7.826,6.031
22.989,-9.454,8.525
23.343,-9.272,8.185
26.205,-7.912,5.257
25.939,-7.774,5.883
25.927,-7.696,6.269
35.667,12.976,9.465
9.199,-39.572,-27.079
11.145,-41.716,-28.673
9.007,-39.346,-27.679
26.247,9.228,18.745
27.499,8.296,18.377
27.797,8.114,20.343
29.603,6.298,2.589
29.731,5.412,2.707
30.435,5.352,2.243
47.235,-2.376,15.949
16.157,12.326,-4.621
17.219,12.65,-6.263
-0.623,-27.452,-11.353
25.249,9.14,23.263
24.287,9.658,24.331
24.271,7.304,26.215
28.609,4.076,25.273
8.691,-39.356,-27.967
10.253,-40.912,-29.561
24.175,10.164,-10.651
21.923,11.19,-8.879
24.461,10.952,-9.233
22.199,12.184,-7.489
28.009,10.512,15.593
13.289,-30.736,-23.753
13.331,-30.716,-23.843
-45.443,24.54,-16.087
-43.223,25.754,-13.399
-42.869,25.968,-13.117
12.071,8.96,3.209
13.681,-3.03,-3.435
13.783,-2.486,-3.631
13.709,-2.876,-3.491
20.385,11.528,2.093
20.753,10.758,-0.715
14.043,0.878,-4.117
14.151,-0.284,-4.337
14.149,-0.294,-4.331
14.053,-0.68,-4.149
24.783,11.208,-7.691
26.383,-7.962,5.059
19.235,13.314,25.069
-44.717,24.858,-14.161
-43.423,25.64,-13.557
-16.107,40.51,-4.659
10.617,-39.548,-20.587
11.473,-38.714,-20.065
6.559,-43.534,-27.715
-2.313,-42.118,-18.001
4.133,-9.996,18.029
-6.665,-8.138,20.343
19.327,9.306,3.143
18.713,9.498,4.159
-35.321,25.01,-5.791
-34.709,25.178,-5.135
10.855,11.37,23.851
18.249,19.178,36.449
18.697,18.684,35.841
10.869,10.11,25.865
-21.541,-29.214,-12.499
-26.109,-25.818,-9.343
-27.835,-26.038,-10.055
-25.773,-25.698,-9.675
-20.387,29.228,-5.279
-19.913,34.324,-5.723
-20.155,31.786,-8.277
-18.965,27.92,-7.409
-23.601,-25.58,-9.663
-23.653,-25.584,-9.661
20.403,2.558,35.793
22.483,12.61,-6.123
17.607,-7.66,6.239
3.559,-11.034,16.939
3.975,-10.268,17.737
8.355,-39.168,-28.681
9.797,-40.714,-29.635
22.731,-12.366,7.979
20.785,8.824,-0.819
18.665,17.824,35.567
20.221,16.71,38.315
18.169,17.104,35.791
8.701,-40.178,-30.501
-7.645,7.29,20.497
-8.773,3.41,21.437
-8.773,3.408,21.435
7.445,-40.544,-21.569
9.263,-42.044,-21.417
10.349,-40.906,-21.139
10.257,-40.628,-21.127
-5.161,16.236,16.351
-10.771,14.426,19.303
-6.059,13.608,17.281
6.481,-39.498,-27.593
-13.349,42.5,-9.547
-18.247,37.558,-7.505
9.499,-43.218,-29.431
9.731,-44.042,-28.721
18.803,18.036,37.745
19.185,18.156,37.417
18.525,17.662,37.865
17.865,17.544,17.089
-8.771,3.4,21.433
8.409,12.164,11.295
-18.783,29.958,-9.831
10.765,-36.502,-19.171
12.035,-38.902,-19.903
11.547,-38.73,-20.059
6.529,-39.084,-28.853
-18.925,33.858,-10.561
-14.975,38.198,-13.489
13.799,-36.608,-18.741
12.665,-38.038,-19.067
-17.629,31.78,-12.173
13.855,-36.794,-18.753
4.193,-44.502,-23.913
7.375,-43.076,-22.709
6.977,-38.794,-30.103
-15.541,9.274,22.007
-15.559,9.202,22.019
-16.751,2.276,23.079
-16.855,1.672,23.173
-16.967,0.662,23.385
-15.471,12.058,21.203
-15.541,9.508,21.941
-10.181,41.864,-18.113
-14.011,38.46,-13.749
-12.535,42.372,-10.165
-9.533,43.754,-6.985
-10.359,43.968,-6.323
6.851,-44.472,-23.417
-7.985,41.688,-1.009
-4.445,42.092,-2.935
-5.951,21.532,16.493
-1.465,15.57,13.453
-1.925,21.182,14.229
3.553,10.168,17.081
3.971,9.39,17.869
4.367,9.15,18.113
5.477,9.474,19.287
5.457,9.602,18.855
8.133,10.252,22.095
4.783,9.272,18.551
5.499,8.332,21.259
4.493,9.058,18.467
5.491,8.506,20.951
11.025,8.858,25.153
-1.155,27.25,-7.365
-0.791,47.372,-30.325
-0.971,46.364,-31.287
-46.743,21.66,-19.273
-4.649,42.112,-4.245
-6.341,-16.268,-14.653
-6.563,-16.876,-15.723
-5.381,-16.778,-14.453
-45.275,19.88,-24.879
-9.427,-19.628,-11.931
-8.039,-18.522,-14.167
-7.857,-18.22,-13.423
1.361,21.238,11.137
1.283,23.946,10.465
2.325,22.64,3.379
-3.063,43.394,-30.667
24.297,3.872,-2.239
23.985,4.036,-1.259
22.713,5.842,-2.545
22.647,6.496,-2.471
24.593,5.938,0.047
22.667,6.604,-2.417
23.359,6.836,-2.421
24.317,7.108,-2.333
22.933,6.696,-2.425
25.677,6.566,-0.793
24.981,7.222,-2.317
25.107,7.084,-2.411
25.839,6.322,-2.235
26.719,5.438,-1.363
26.655,5.48,-1.853
25.909,6.248,-2.219
26.517,5.176,-1.833
26.343,4.042,-0.915
26.475,5.044,-1.819
26.149,3.938,-1.587
25.043,3.896,-1.997
24.527,3.89,-2.097
24.801,3.89,-2.065
26.345,4.928,1.285
23.021,-9.212,8.113
23.713,-10.17,6.041
23.711,-11.648,6.357
22.373,-12.076,7.199
21.463,-10.894,7.459
21.557,-10.522,5.119
17.643,-6.77,3.577
17.655,-7.364,4.077
18.403,-6.912,4.115
17.627,-7.08,3.825
18.759,-8.664,5.695
17.853,-8.746,5.281
17.775,-8.582,5.109
18.009,-9.326,4.953
19.175,-9.814,4.809
18.383,-10.146,4.339
18.161,-9.966,4.441
18.883,-9.886,3.455
20.247,-9.336,3.673
19.439,-9.624,2.499
19.483,-9.602,2.389
18.613,-8.35,0.937
18.341,-7.812,0.483
20.569,-7.86,3.781
18.237,-7.59,0.275
18.073,-7.494,0.421
21.073,-8.304,6.051
17.677,-5.682,-1.783
17.703,-5.998,-1.611
17.981,-4.674,-1.999
18.087,-6.784,-0.915
17.675,-5.732,-1.763
18.409,-7.436,-0.345
20.449,-7.148,1.237
19.535,-8.216,-0.709
18.947,-7.868,-0.599
21.181,-8.022,0.245
22.265,-7.16,-0.619
21.137,-6.078,-2.765
21.071,-5.794,-2.763
22.279,-5.696,-0.219
21.001,-5.232,-2.763
20.235,-5.078,-2.659
22.589,-6.472,1.993
29.585,-6.2,1.711
31.033,-6.188,-0.185
31.673,-7.55,-0.105
30.571,-8.712,0.231
29.175,-8.14,0.381
29.529,-7.148,-1.743
25.387,-7.972,4.709
26.521,-8.46,2.667
26.825,-9.93,2.817
25.539,-10.752,3.407
24.353,-9.844,3.659
24.625,-9.14,1.413
26.841,0.066,-1.141
26.763,3.586,-1.239
27.189,5.618,-1.729
23.517,8.262,-1.569
26.475,7.452,-2.295
17.629,6.03,-1.093
17.731,6.97,0.821
17.627,6.834,4.537
17.591,5.752,-1.291
17.601,6.63,4.333
17.615,5.91,-1.339
17.589,5.748,-1.323
17.589,5.668,-1.831
24.661,3.588,-2.045
20.037,8.5,-0.213
20.169,8.364,-0.933
9.207,2.552,39.257
13.697,-3.584,39.927
6.571,1.194,39.969
12.167,4.018,37.667
19.143,12.946,-6.965
17.635,-6.876,2.987
17.679,-5.604,-2.287
17.675,-5.726,-1.783
17.697,-5.884,-1.807
17.789,-7.35,0.709
25.925,6.982,6.371
25.807,7.112,6.133
25.937,7.064,5.983
22.771,-6.41,-2.943
22.749,-6.298,-2.989
18.091,-6.122,-2.141
18.407,-5.704,-2.387
21.763,-4.882,35.065
20.823,-3.998,35.065
20.401,-3.68,35.751
24.357,-3.678,-2.543
24.049,-3.922,-1.583
26.409,-3.918,-1.237
24.587,-3.702,-2.403
26.421,-4.978,0.883
26.805,-5.268,-1.797
25.781,-6.456,-1.321
25.937,-6.094,-2.737
29.583,5.55,1.793
31.033,5.562,-0.105
29.529,6.544,-1.649
31.671,6.924,-0.007
30.569,8.082,0.345
17.989,6.73,-0.363
17.907,4.724,-1.619
17.595,5.678,-1.331
18.309,7.342,0.267
20.337,6.964,1.807
22.489,6.264,2.509
21.055,7.926,0.893
22.153,7.156,-0.039
20.883,7.882,-1.291
20.935,7.846,-1.317
21.515,7.448,-1.679
21.349,7.046,-1.895
20.977,5.948,-2.287
21.039,6.232,-2.267
23.253,8.376,8.649
23.019,8.47,8.235
23.341,8.528,8.307
23.601,9.0,7.273
23.711,9.458,6.175
23.973,9.432,6.421
21.555,9.822,5.259
23.707,10.93,6.511
22.371,11.346,7.359
23.743,11.144,7.069
22.727,11.624,8.143
22.589,11.418,8.117
25.385,7.278,4.813
26.519,7.794,2.779
24.623,8.49,1.533
26.823,9.264,2.949
25.537,10.076,3.549
18.297,6.466,4.657
17.623,6.262,4.009
18.627,8.088,6.375
20.947,7.736,6.701
19.023,9.312,5.585
20.103,8.946,4.413
18.147,7.338,0.651
19.973,13.182,-3.009
23.167,11.53,-2.975
22.863,12.212,-4.351
23.367,9.89,-2.151
25.445,10.074,-4.639
25.153,10.786,-5.971
16.545,-31.846,-21.875
14.789,-32.638,-20.767
14.291,-32.922,-20.385
16.451,-31.846,-21.865
15.067,-32.496,-20.961
14.769,-34.022,-19.235
17.593,-33.73,-19.569
10.115,-2.728,41.217
16.171,0.57,43.355
26.377,8.99,-4.323
17.993,7.15,0.591
20.447,7.47,4.403
18.085,7.208,0.503
25.335,8.0,5.751
24.351,9.166,3.789
20.153,5.214,-2.243
18.409,4.834,-2.031
18.441,4.842,-2.035
22.189,5.666,0.239
20.917,5.388,-2.335
18.071,6.086,-1.709
17.993,6.18,-1.641
18.319,5.788,-1.923
22.987,8.706,8.651
21.459,10.162,7.603
22.965,8.734,8.651
22.805,-5.64,-3.011
24.687,-5.914,-0.433
23.933,11.384,17.827
29.173,7.506,0.489
19.917,10.668,26.231
18.819,9.272,27.683
21.391,8.618,27.037
22.145,11.14,24.777
18.219,-35.586,-17.181
18.779,11.686,-8.785
19.887,12.008,24.221
23.955,9.646,6.421
23.935,9.786,6.437
23.869,10.836,6.623
18.519,-4.752,-2.423
18.481,-4.79,-2.417
18.483,-4.744,-2.417
32.359,6.222,1.345
32.767,7.0,1.461
23.933,10.992,6.713
18.405,4.876,-2.027
18.371,5.242,-1.985
16.529,-31.82,-21.921
16.473,-31.838,-21.877
3.255,-36.1,-2.135
3.803,-30.816,-2.545
9.139,-32.862,-7.817
4.037,-31.262,-3.441
2.025,-26.854,-6.769
-4.685,-30.448,-15.219
2.925,-29.628,-3.097
3.031,-29.978,-2.615
-6.851,-43.782,-10.227
-7.599,-39.844,-14.511
13.525,-32.008,-21.783
12.927,-31.464,-22.335
13.427,-31.858,-21.979
13.743,-33.112,-19.289
11.119,-31.74,-20.681
14.281,-32.93,-20.393
12.757,-33.496,-18.097
13.693,-33.334,-16.543
6.017,38.268,-24.323
-41.743,19.706,-27.703
8.815,-25.514,-13.999
11.789,-24.68,-15.931
-42.637,11.07,-26.987
-19.457,10.228,-29.053
-8.329,-35.554,-16.107
-4.285,-44.648,-6.463
0.261,-41.602,-1.991
7.537,-28.176,-12.271
-7.301,-35.578,-16.169
-8.629,-39.82,-14.449
10.001,-28.89,-20.983
-3.421,-44.228,-6.951
-18.203,11.138,-28.417
-15.773,12.828,-26.309
-16.535,12.274,-26.685
-16.703,12.168,-26.969
-17.157,11.874,-27.615
3.165,-30.868,-1.889
3.139,-30.902,-1.831
13.903,-32.586,-21.025
3.273,12.058,26.449
5.271,17.396,21.279
2.665,16.344,24.883
6.381,11.876,22.939
5.317,2.768,27.907
5.319,-3.782,27.861
5.563,-11.638,18.073
4.157,-17.71,16.343
0.977,-23.292,16.763
-2.797,-21.016,14.549
-4.915,-30.596,19.683
-7.771,-27.452,17.387
-8.903,-33.408,20.207
-11.013,-29.788,17.947
-12.925,-35.318,18.199
-14.233,-31.318,16.143
-16.437,-36.398,14.805
-17.075,-32.16,13.039
-22.461,-32.716,5.921
-28.301,-31.802,-1.313
-35.041,-28.918,-7.935
-35.483,-26.384,-6.873
-37.863,-27.062,-10.193
-37.485,-27.048,-9.729
-35.971,-26.55,-7.591
-37.097,-33.398,-7.997
-38.989,-26.988,-10.913
-40.997,-26.378,-12.327
-40.171,-26.51,-11.777
-44.851,-28.344,-14.207
-42.445,-26.146,-13.295
-40.379,-35.394,-4.843
-48.091,-30.462,-11.081
-49.515,-29.002,-6.655
-56.237,-22.568,-10.007
-53.993,-19.422,-7.131
-62.081,-14.026,-11.557
-59.223,-12.052,-8.409
-61.531,-3.172,-8.665
-59.139,-5.394,-9.197
-60.135,-0.262,-9.105
-3.121,4.002,30.517
-3.705,7.468,26.433
-4.451,3.594,28.467
-1.479,11.152,26.117
-1.749,14.47,24.687
0.417,20.228,25.217
2.383,22.436,21.691
4.151,16.854,16.583
0.969,22.428,17.079
-2.803,20.18,14.835
-10.823,-0.498,26.077
-7.781,26.576,17.761
-16.161,-0.488,24.505
-13.591,14.208,21.427
-15.201,14.984,20.537
-12.935,34.428,18.677
-11.023,28.904,18.353
-14.241,30.456,16.569
-16.449,35.554,15.299
-17.787,36.75,19.525
-25.325,38.068,11.291
-27.827,35.58,14.753
-35.169,35.286,6.639
-35.177,30.57,7.805
-42.445,32.816,-0.401
-41.723,28.326,1.385
-48.047,24.434,-3.887
-41.995,26.05,-0.843
-47.735,21.748,-4.707
-24.373,-17.286,37.499
-25.463,-20.632,36.627
-23.577,-19.256,37.661
-21.089,-16.622,37.825
-21.083,-18.752,37.907
-17.883,-17.29,37.025
-18.653,-19.26,37.303
-15.619,-19.112,35.321
-16.937,-20.642,36.007
-14.903,-21.596,33.161
-16.395,-22.524,34.369
-15.929,-24.08,31.127
-17.173,-24.408,32.827
-18.419,-25.896,29.763
-19.061,-25.788,31.795
-21.705,-26.56,29.439
-21.551,-26.288,31.549
-24.911,-25.892,30.233
-23.981,-25.78,32.151
-27.173,-24.068,31.941
-25.697,-24.402,33.447
-27.889,-21.586,34.101
-26.241,-22.516,35.085
-26.863,-19.102,36.133
-46.613,-23.706,23.863
-46.745,-24.006,20.135
-45.959,-25.202,21.899
-47.631,-21.974,22.797
-46.059,-22.658,26.125
-46.879,-20.556,25.869
-44.445,-22.34,28.081
-44.693,-20.126,28.521
-42.207,-22.84,29.205
-41.657,-20.8,30.045
-39.941,-24.018,29.197
-38.583,-22.4,30.035
-38.257,-25.562,28.061
-36.297,-24.494,28.489
-37.601,-27.058,26.093
-35.413,-26.526,25.825
-38.155,-28.106,23.829
-36.163,-27.946,22.757
-39.769,-28.424,21.879
-38.349,-28.378,20.103
-42.007,-27.926,20.753
-41.383,-27.702,18.579
-44.273,-26.746,20.759
-44.457,-26.102,18.593
-41.985,-26.68,-1.207
-41.713,-28.986,0.989
-36.113,-29.192,3.775
-30.871,-30.018,9.731
-35.169,-31.318,7.379
-25.035,-29.52,16.325
-28.573,-31.7,14.923
-21.625,-30.444,22.673
-20.077,-35.024,22.509
-17.645,-29.062,26.085
-15.683,-33.51,26.127
-12.901,-26.678,28.035
-10.411,-30.92,28.279
-5.375,-27.538,27.705
-3.863,-30.62,24.267
2.391,-23.362,21.377
-11.605,-3.08,40.311
-9.727,-0.582,38.245
-10.987,-0.594,40.137
-11.605,1.89,40.347
-10.569,2.774,38.529
-13.327,3.7,40.883
-12.899,5.232,39.261
-15.681,4.368,41.613
-16.095,6.136,40.247
-18.043,3.714,42.329
-19.299,5.25,41.221
-19.781,1.912,42.851
-21.653,2.804,41.923
-20.421,-0.616,43.029
-22.527,-0.61,42.165
-21.653,-4.02,41.877
-22.911,-4.364,39.857
-20.307,-7.056,39.043
-19.297,-6.454,41.141
-31.875,-0.612,42.223
-33.971,-0.618,43.093
-34.595,-3.102,42.891
-34.595,1.868,42.925
-32.717,2.748,41.991
-36.317,3.684,42.419
-35.053,5.214,41.309
-38.679,4.364,41.717
-38.255,6.132,40.353
-41.043,3.72,40.997
-41.461,5.256,39.381
-42.781,1.924,40.465
-43.819,2.824,38.653
-43.423,-0.6,40.251
-44.693,-0.586,38.367
-43.819,-4.0,38.605
-43.745,-4.344,36.229
-41.137,-7.044,36.995
-63.317,-0.318,-1.235
-63.223,-4.094,-0.255
-65.453,-3.742,0.573
-65.535,-0.324,-0.311
-66.805,-0.336,1.573
-65.453,3.082,0.619
-66.741,2.184,2.263
-65.221,5.504,3.089
-66.571,3.97,4.081
-64.903,6.362,6.429
-66.337,4.604,6.547
-64.589,5.428,9.753
-66.103,3.91,8.997
-64.357,2.948,12.161
-65.933,2.086,10.773
-64.271,-0.416,13.013
-65.869,-0.404,11.401
-65.933,-2.886,10.739
-58.791,-6.344,24.241
-58.877,-4.236,20.421
-57.201,-6.948,22.545
-60.307,-3.89,22.319
-60.871,-0.474,21.621
-60.921,-0.49,23.895
-60.309,2.934,22.367
-60.507,2.032,24.441
-58.793,5.36,24.323
-59.389,3.82,25.883
-56.729,6.222,26.963
-57.865,4.456,27.835
-54.669,5.292,29.589
-56.347,3.77,29.769
-53.163,2.818,31.491
-55.239,1.946,31.169
-52.619,-0.546,32.161
-54.835,-0.542,31.665
-55.237,-3.024,31.135
-2.863,10.5,24.141
-3.181,13.838,22.741
-3.491,17.432,25.005
-8.353,22.622,27.737
-5.385,26.52,28.079
-12.909,25.652,28.397
-10.421,29.89,28.699
-15.693,32.51,26.583
-8.655,32.91,25.257
-13.601,35.32,23.115
-8.913,32.492,20.663
-59.139,4.872,-9.125
-61.531,2.642,-8.625
-61.531,-0.266,-8.645
-64.765,-0.244,-11.921
-64.765,3.22,-11.897
-64.299,-0.208,-16.841
-64.765,-3.706,-11.945
-64.299,-3.538,-16.865
-61.563,-14.318,-16.451
-58.085,-12.726,-19.451
-55.419,-23.396,-14.759
-52.175,-21.314,-17.853
-14.139,-20.116,31.345
-15.303,-22.94,29.035
-14.951,-17.288,33.803
-17.527,-15.216,35.747
-21.171,-14.458,36.653
-24.911,-15.212,36.279
-18.135,-25.006,27.485
-21.873,-25.758,27.115
-25.519,-24.998,28.023
-28.091,-22.928,29.961
-28.905,-20.102,32.419
-53.357,8.938,-17.537
-54.201,10.04,-19.181
-58.089,12.344,-19.277
-52.183,20.91,-17.563
-55.425,22.948,-14.439
-48.099,29.964,-10.665
-56.243,22.056,-9.699
-49.523,28.444,-6.259
-54.001,18.87,-6.869
-51.013,-18.678,-6.939
-47.729,-22.328,-5.009
-48.039,-25.024,-4.229
-42.435,-33.45,-0.857
-32.713,-38.26,2.511
-29.665,-36.406,-0.809
-45.251,-24.126,-14.853
-45.715,-23.186,-15.141
-47.355,-19.486,-16.633
-49.143,-17.848,-17.663
-47.169,-20.232,-16.383
-46.545,-21.446,-15.863
-54.197,-10.422,-19.323
-53.355,-9.344,-17.665
-48.865,-16.138,-16.307
-60.491,-2.798,-19.771
-60.491,-0.188,-19.753
-8.889,-22.476,25.211
-8.347,-23.638,27.417
-6.923,-20.17,24.099
-3.483,-18.408,24.757
0.423,-21.206,24.929
-1.745,-15.442,24.479
2.671,-17.318,24.649
3.275,-13.052,26.275
5.275,-18.316,21.033
6.383,-12.82,22.769
-35.157,-36.018,6.147
-27.817,-36.42,14.255
-25.313,-38.86,10.761
-17.777,-37.654,19.013
-40.391,34.814,-4.359
-32.723,37.58,3.035
-37.107,32.862,-7.541
-29.677,35.774,-0.313
-35.047,28.382,-7.541
-28.309,31.178,-0.879
-35.611,25.14,-6.233
-4.923,-17.76,22.855
-3.175,-14.784,22.543
-1.477,-12.144,25.957
-3.121,-5.056,30.455
-46.067,21.65,26.429
-47.635,21.012,23.093
-46.885,19.552,26.143
-44.453,21.306,28.383
-44.699,19.086,28.791
-42.213,21.788,29.513
-41.663,19.738,30.325
-39.949,22.97,29.521
-38.589,21.34,30.337
-38.263,24.532,28.407
-36.303,23.456,28.817
-44.713,-0.57,35.963
-43.747,3.198,36.281
-41.139,5.89,37.085
-37.591,6.86,38.161
-56.215,14.722,13.373
-58.581,16.202,10.019
-57.493,14.068,9.819
-57.373,14.81,6.061
-58.475,16.872,6.623
-57.129,18.62,3.947
-55.889,16.744,3.107
-54.913,20.984,2.719
-57.271,20.246,5.531
-55.635,21.986,4.623
-49.153,25.604,8.639
-47.063,24.466,8.295
-48.339,23.814,4.741
-47.183,23.726,12.055
-49.263,24.932,12.037
-48.667,21.792,15.007
-50.603,23.182,14.709
-52.821,20.822,15.939
-52.457,23.61,13.465
-54.093,21.868,14.373
-51.381,-26.16,8.637
-49.255,-25.74,11.689
-51.461,-25.702,11.149
-50.599,-24.03,14.383
-48.661,-22.644,14.701
-52.815,-21.688,15.645
-51.117,-20.05,16.099
-55.313,-19.342,15.137
-53.881,-17.456,15.537
-56.211,-15.554,13.163
-64.357,-3.768,12.115
-66.101,-4.686,8.935
-61.917,-0.418,13.503
-62.009,3.298,12.561
-62.267,6.04,9.897
-62.619,7.076,6.223
-59.503,-0.46,19.647
-58.879,3.304,20.471
-57.203,5.988,22.635
-54.919,6.944,25.555
-52.639,5.914,28.463
-23.877,-0.596,40.177
-22.911,3.176,39.909
-20.307,5.88,39.133
-16.763,6.864,38.057
-13.231,5.86,36.967
-16.385,-26.766,24.087
-62.085,13.534,-11.367
-59.225,11.518,-8.247
-61.567,13.892,-16.257
-64.301,3.12,-16.819
-60.491,2.42,-19.735
-2.859,-11.466,23.991
-3.701,-8.466,26.323
-4.449,-4.62,28.411
-20.087,34.072,22.987
-28.583,30.852,15.353
-25.043,28.652,16.725
-30.881,29.24,10.141
-16.391,25.794,24.449
-8.897,21.492,25.515
-6.927,19.202,24.371
-4.929,16.81,23.093
-57.489,18.894,12.377
-58.339,18.46,10.007
-57.429,16.792,13.231
-55.319,18.482,15.397
-53.885,16.592,15.769
-51.121,19.178,16.369
-59.091,7.768,16.025
-60.565,-0.44,16.679
-59.089,-8.636,15.911
-62.009,-4.122,12.509
-27.271,8.368,38.481
-27.403,-0.596,39.989
-30.531,-0.598,40.227
-27.269,-9.538,38.357
-31.467,-4.306,39.921
-34.047,-7.024,39.129
-34.807,-22.714,27.869
-37.337,-20.396,29.577
-40.735,-18.628,29.589
-44.095,-17.88,27.899
-52.415,23.322,3.257
-50.673,21.944,2.345
-53.433,19.356,1.745
-50.309,25.014,5.427
-52.237,24.956,6.621
-51.389,25.39,8.991
-6.059,-5.516,32.341
-8.869,-6.96,33.155
-6.061,4.436,32.409
-13.591,-36.272,22.619
-60.449,5.074,-3.017
-58.309,8.172,-8.903
-61.093,3.576,-6.311
-61.541,-0.3,-3.715
-61.699,-0.28,-6.629
-61.089,-4.138,-6.365
-58.305,-8.698,-9.019
-55.629,-22.694,4.315
-52.409,-24.012,2.931
-53.787,-24.426,4.693
-50.301,-25.734,5.077
-48.333,-24.522,4.409
-49.147,-26.366,8.279
-47.055,-25.224,7.953
-47.177,-24.536,11.721
-56.523,11.41,-8.565
-44.861,27.894,-13.819
-57.863,-5.49,27.763
-54.665,-6.348,29.507
-56.345,-4.828,29.709
-53.163,-3.898,31.445
-50.977,-4.244,30.515
-50.373,-0.538,31.303
-50.977,3.176,30.565
-55.929,-20.982,13.691
-54.087,-22.71,14.065
-57.423,-17.62,12.995
-58.577,-16.988,9.791
-57.489,-14.852,9.619
-57.369,-15.54,5.853
-66.571,-4.678,4.021
-66.739,-2.868,2.229
-65.219,-6.198,3.009
-64.901,-7.102,6.335
-62.617,-7.812,6.121
-64.587,-6.212,9.673
-62.267,-6.828,9.807
-19.781,-3.14,42.815
-18.043,-4.934,42.271
-16.093,-7.328,40.155
-16.761,-8.024,37.953
-13.227,-7.006,36.879
-12.899,-6.408,39.181
-10.651,-4.278,36.103
-4.923,29.688,20.097
-3.871,29.648,24.681
-41.041,-4.93,40.939
-42.781,-3.126,40.427
-41.461,-6.444,39.301
-38.255,-7.33,40.259
-37.589,-8.028,38.057
-35.053,-6.426,41.229
-18.145,19.156,16.457
-18.105,19.046,16.531
-18.921,19.906,15.445
-17.085,31.34,13.479
-22.471,31.994,6.369
-22.941,36.494,7.561
-59.389,-4.828,25.823
-60.507,-3.018,24.407
-56.725,-7.242,26.869
-54.917,-7.944,25.453
-52.639,-6.954,28.371
-60.151,9.446,-2.555
-53.595,15.75,-7.795
-55.031,16.172,-2.165
-51.017,18.124,-6.687
-50.547,19.11,-1.459
-28.709,26.014,21.463
-25.525,23.968,28.359
-21.881,24.744,27.463
-28.099,21.874,30.269
-35.625,14.714,33.199
-28.913,19.012,32.689
-27.747,16.156,34.963
-51.309,14.288,22.199
-47.347,18.982,21.841
-46.369,21.27,18.927
-46.519,17.366,25.215
-46.481,8.322,31.947
-44.099,16.848,28.141
-40.739,17.574,29.839
-31.469,3.114,39.973
-34.051,5.842,39.219
-37.165,10.328,36.625
-58.503,11.202,2.861
-37.083,26.104,18.959
-36.169,26.986,23.135
-34.665,25.588,21.885
-38.357,27.456,20.489
-41.391,26.8,18.957
-42.017,26.992,21.131
-44.279,25.814,21.121
-47.341,-19.928,21.571
-46.361,-22.176,18.629
5.389,5.938,23.791
5.425,6.364,23.547
5.559,10.758,18.225
4.093,9.178,18.093
4.129,9.114,18.159
4.151,8.674,18.445
-54.025,10.046,24.769
-15.197,-15.902,20.325
-13.587,-15.138,21.227
-56.519,-11.938,-8.727
-53.591,-16.288,-8.017
-54.019,-11.034,24.625
-42.729,-25.706,11.631
-43.833,-24.494,16.919
-40.435,-26.262,16.907
-37.075,-27.006,18.593
-34.657,-26.53,21.525
-17.653,28.062,26.477
-21.635,29.492,23.085
-19.709,27.23,22.185
-44.465,25.198,18.947
-43.839,23.612,17.249
-46.753,23.08,20.461
-46.619,22.728,24.181
-50.665,-22.62,2.037
-46.479,-9.406,31.825
-37.161,-11.474,36.477
-33.833,23.974,25.257
-35.419,25.524,26.185
-38.165,27.134,24.213
-37.609,26.052,26.461
-34.813,21.684,28.175
-62.967,-6.81,2.435
-57.481,-19.712,12.111
-58.335,-19.246,9.747
-58.469,-17.61,6.383
-57.125,-19.322,3.685
-55.883,-17.432,2.871
-37.341,19.344,29.851
-45.967,24.252,22.239
-42.737,24.9,11.979
-40.441,25.382,17.261
-14.145,19.044,31.617
-15.309,21.902,29.343
-15.937,23.01,31.451
-14.909,20.502,33.451
-16.403,21.41,34.673
-16.943,19.506,36.283
-14.957,16.184,34.037
-15.625,17.986,35.577
-18.659,18.108,37.561
-17.887,16.14,37.257
-21.177,13.31,36.845
-17.531,14.084,35.949
-21.093,15.46,38.045
-21.089,17.59,38.159
-23.581,18.096,37.919
-24.917,14.072,36.481
-24.379,16.128,37.731
-25.469,19.486,36.905
-17.179,23.316,33.157
-18.425,24.846,30.113
-18.141,23.986,27.823
-19.067,24.708,32.143
-21.713,25.514,29.797
-21.557,25.212,31.905
-24.917,24.832,30.585
-27.181,22.988,32.267
-25.705,23.298,33.775
-23.991,24.696,32.499
-27.895,20.474,34.393
-26.247,21.39,35.385
-26.869,17.962,36.391
-50.541,-19.734,-1.727
-53.429,-20.028,1.473
-58.499,-11.888,2.703
-62.969,6.126,2.525
-63.225,3.448,-0.203
-60.449,-5.682,-3.091
-46.513,-18.358,24.967
-51.303,-15.24,21.995
-32.715,-3.968,41.945
-36.317,-4.914,42.361
-28.703,-26.948,21.097
-35.621,-15.812,32.989
-27.741,-17.276,34.731
-15.561,-11.176,34.601
-33.825,-24.96,24.919
-60.147,-10.062,-2.689
-55.025,-16.788,-2.391
-10.651,3.144,36.155
-52.231,-25.692,6.273
-8.645,-33.89,24.797
-10.567,-3.942,38.481
-13.325,-4.898,40.825
-22.931,-37.234,7.053
-54.907,-21.666,2.425
-57.267,-20.97,5.247
-58.255,-19.706,7.235
-53.795,23.712,5.025
-55.933,20.142,13.975
-66.335,-5.344,6.479
-42.541,-0.698,54.503
-68.371,-0.576,36.159
-79.751,-0.38,7.699
-64.165,-32.34,10.435
-52.451,-24.442,13.133
-47.333,-35.904,31.547
-20.771,-31.394,44.951
